id,device,timestamp,configUpdatePeriod,configUpdateUrl,dataArchivePeriod,dataRequests_edu.mit.media.funf.probe.builtin.HardwareInfoProbe_PERIOD,dataRequests_edu.mit.media.funf.probe.builtin.RunningApplicationsProbe_PERIOD,dataUploadPeriod,dataUploadUrl,name,version
dd1232ef-4bd9-42bf-af6b-c9f5fa903230-1,7a0741f5-f85d-4fdc-888d-64fed060f071,1273883628655,3600,,3600,604802,60,3600,,example,1
dd1232ef-4bd9-42bf-af6b-c9f5fa903230-2,7a0741f5-f85d-4fdc-888d-64fed060f071,1273883628678,3600,,3600,604802,60,3600,,example,1
dd1232ef-4bd9-42bf-af6b-c9f5fa903230-3,7a0741f5-f85d-4fdc-888d-64fed060f071,1273883628696,3600,,3600,604802,60,3600,,example,1
dd1232ef-4bd9-42bf-af6b-c9f5fa903230-4,7a0741f5-f85d-4fdc-888d-64fed060f071,1273883628704,3600,,3600,604802,60,3600,,example,1
dd1232ef-4bd9-42bf-af6b-c9f5fa903230-5,7a0741f5-f85d-4fdc-888d-64fed060f071,1273883628710,3600,,3600,604802,60,3600,,example,1
dd1232ef-4bd9-42bf-af6b-c9f5fa903230-6,7a0741f5-f85d-4fdc-888d-64fed060f071,1273883628730,3600,,3600,604802,60,3600,,example,1
dd1232ef-4bd9-42bf-af6b-c9f5fa903230-7,7a0741f5-f85d-4fdc-888d-64fed060f071,1273883628746,3600,,3600,604802,60,3600,,example,1
dd1232ef-4bd9-42bf-af6b-c9f5fa903230-8,7a0741f5-f85d-4fdc-888d-64fed060f071,1273883628758,3600,,3600,604802,60,3600,,example,1
dd1232ef-4bd9-42bf-af6b-c9f5fa903230-9,7a0741f5-f85d-4fdc-888d-64fed060f071,1273883628763,3600,,3600,604802,60,3600,,example,1
dd1232ef-4bd9-42bf-af6b-c9f5fa903230-10,7a0741f5-f85d-4fdc-888d-64fed060f071,1273883628773,3600,,3600,604802,60,3600,,example,1
dd1232ef-4bd9-42bf-af6b-c9f5fa903230-11,7a0741f5-f85d-4fdc-888d-64fed060f071,1273883628780,3600,,3600,604802,60,3600,,example,1
